path,popout,n_objects,response,answer,incongruent
data/vlm/2D/conjunctive_search/images/incongruent-5_38.png,,5,[T].,,True
data/vlm/2D/conjunctive_search/images/congruent-30_25.png,,30,[true].,,False
data/vlm/2D/conjunctive_search/images/incongruent-50_98.png,,50,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-5_75.png,,5,[T].,,True
data/vlm/2D/conjunctive_search/images/incongruent-40_84.png,,40,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-40_88.png,,40,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-10_93.png,,10,TTTTTT.,,False
data/vlm/2D/conjunctive_search/images/incongruent-5_55.png,,5,"[T, L, L",,True
data/vlm/2D/conjunctive_search/images/congruent-10_96.png,,10,[true].,,False
data/vlm/2D/conjunctive_search/images/incongruent-15_52.png,,15,T T T T T T,,True
data/vlm/2D/conjunctive_search/images/congruent-10_53.png,,10,TTLLL.,,False
data/vlm/2D/conjunctive_search/images/incongruent-35_21.png,,35,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-10_23.png,,10,[T].,,False
data/vlm/2D/conjunctive_search/images/incongruent-10_22.png,,10,L.,,True
data/vlm/2D/conjunctive_search/images/incongruent-15_31.png,,15,L L L L L L,,True
data/vlm/2D/conjunctive_search/images/incongruent-5_13.png,,5,"[T, L, L",,True
data/vlm/2D/conjunctive_search/images/incongruent-15_63.png,,15,L L L T T L,,True
data/vlm/2D/conjunctive_search/images/incongruent-15_65.png,,15,L L L L L L,,True
data/vlm/2D/conjunctive_search/images/incongruent-35_84.png,,35,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-40_27.png,,40,[true].,,False
data/vlm/2D/conjunctive_search/images/incongruent-30_32.png,,30,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-45_20.png,,45,[true].,,False
data/vlm/2D/conjunctive_search/images/incongruent-45_86.png,,45,True.,,True
data/vlm/2D/conjunctive_search/images/incongruent-35_66.png,,35,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-5_44.png,,5,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-50_13.png,,50,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-10_55.png,,10,T L L L T T,,False
data/vlm/2D/conjunctive_search/images/incongruent-50_94.png,,50,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-5_58.png,,5,"[T, L, L",,False
data/vlm/2D/conjunctive_search/images/incongruent-45_58.png,,45,True.,,True
data/vlm/2D/conjunctive_search/images/incongruent-25_19.png,,25,L L L L L L,,True
data/vlm/2D/conjunctive_search/images/incongruent-5_41.png,,5,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-15_91.png,,15,L L L L L L,,True
data/vlm/2D/conjunctive_search/images/congruent-5_63.png,,5,T T T L T.,,False
data/vlm/2D/conjunctive_search/images/incongruent-50_18.png,,50,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-20_38.png,,20,T L L T L L,,False
data/vlm/2D/conjunctive_search/images/congruent-10_86.png,,10,[T].,,False
data/vlm/2D/conjunctive_search/images/incongruent-25_51.png,,25,T.,,True
data/vlm/2D/conjunctive_search/images/congruent-15_94.png,,15,L L L L L L,,False
data/vlm/2D/conjunctive_search/images/incongruent-35_39.png,,35,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-35_59.png,,35,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-50_6.png,,50,True.,,False
data/vlm/2D/conjunctive_search/images/incongruent-30_56.png,,30,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-25_87.png,,25,T.,,True
data/vlm/2D/conjunctive_search/images/congruent-35_4.png,,35,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-25_60.png,,25,[true].,,False
data/vlm/2D/conjunctive_search/images/incongruent-40_1.png,,40,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-10_94.png,,10,"T
L
L",,False
data/vlm/2D/conjunctive_search/images/congruent-25_15.png,,25,T.,,False
data/vlm/2D/conjunctive_search/images/incongruent-10_35.png,,10,TTLLTT.,,True
data/vlm/2D/conjunctive_search/images/congruent-30_2.png,,30,[true].,,False
data/vlm/2D/conjunctive_search/images/incongruent-10_19.png,,10,"[T, L, L",,True
data/vlm/2D/conjunctive_search/images/congruent-40_62.png,,40,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-20_37.png,,20,T.,,False
data/vlm/2D/conjunctive_search/images/congruent-25_68.png,,25,T.,,False
data/vlm/2D/conjunctive_search/images/congruent-50_79.png,,50,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-15_86.png,,15,T L L L L L,,False
data/vlm/2D/conjunctive_search/images/congruent-10_17.png,,10,T L L T L T,,False
data/vlm/2D/conjunctive_search/images/incongruent-25_66.png,,25,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-40_3.png,,40,[true].,,False
data/vlm/2D/conjunctive_search/images/incongruent-5_65.png,,5,[T].,,True
data/vlm/2D/conjunctive_search/images/congruent-15_71.png,,15,T T T T T T,,False
data/vlm/2D/conjunctive_search/images/congruent-30_59.png,,30,[true].,,False
data/vlm/2D/conjunctive_search/images/incongruent-30_91.png,,30,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-45_94.png,,45,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-5_32.png,,5,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-5_41.png,,5,[true].,,False
data/vlm/2D/conjunctive_search/images/incongruent-35_2.png,,35,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-45_91.png,,45,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-20_66.png,,20,T L L L L T,,False
data/vlm/2D/conjunctive_search/images/congruent-40_41.png,,40,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-40_0.png,,40,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-50_67.png,,50,True.,,False
data/vlm/2D/conjunctive_search/images/incongruent-5_30.png,,5,[L],,True
data/vlm/2D/conjunctive_search/images/incongruent-35_81.png,,35,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-30_68.png,,30,T.,,False
data/vlm/2D/conjunctive_search/images/incongruent-30_17.png,,30,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-50_1.png,,50,True.,,False
data/vlm/2D/conjunctive_search/images/incongruent-45_56.png,,45,T.,,True
data/vlm/2D/conjunctive_search/images/incongruent-30_58.png,,30,T.,,True
data/vlm/2D/conjunctive_search/images/congruent-30_91.png,,30,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-20_39.png,,20,T T T T T T,,False
data/vlm/2D/conjunctive_search/images/incongruent-5_93.png,,5,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-35_47.png,,35,[true].,,False
data/vlm/2D/conjunctive_search/images/incongruent-35_77.png,,35,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-50_61.png,,50,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-20_24.png,,20,T L L L L L,,False
data/vlm/2D/conjunctive_search/images/congruent-20_76.png,,20,L L L L L L,,False
data/vlm/2D/conjunctive_search/images/incongruent-50_39.png,,50,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-50_14.png,,50,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-30_19.png,,30,[true].,,False
data/vlm/2D/conjunctive_search/images/incongruent-25_57.png,,25,T.,,True
data/vlm/2D/conjunctive_search/images/incongruent-5_28.png,,5,[T].,,True
data/vlm/2D/conjunctive_search/images/incongruent-35_24.png,,35,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-5_82.png,,5,[T].,,True
data/vlm/2D/conjunctive_search/images/incongruent-20_31.png,,20,T T L L L L,,True
data/vlm/2D/conjunctive_search/images/congruent-35_33.png,,35,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-50_97.png,,50,[true].,,False
data/vlm/2D/conjunctive_search/images/incongruent-40_90.png,,40,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-10_1.png,,10,TTLL.,,True
data/vlm/2D/conjunctive_search/images/congruent-5_11.png,,5,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-40_91.png,,40,[true].,,False
data/vlm/2D/conjunctive_search/images/incongruent-35_51.png,,35,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-40_82.png,,40,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-35_42.png,,35,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-45_35.png,,45,True.,,False
data/vlm/2D/conjunctive_search/images/congruent-25_42.png,,25,T.,,False
data/vlm/2D/conjunctive_search/images/congruent-5_17.png,,5,[T].,,False
data/vlm/2D/conjunctive_search/images/congruent-30_89.png,,30,T.,,False
data/vlm/2D/conjunctive_search/images/incongruent-40_38.png,,40,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-15_41.png,,15,L L L L L L,,False
data/vlm/2D/conjunctive_search/images/congruent-45_39.png,,45,[true].,,False
data/vlm/2D/conjunctive_search/images/incongruent-10_78.png,,10,T L L T L T,,True
data/vlm/2D/conjunctive_search/images/congruent-50_14.png,,50,True.,,False
data/vlm/2D/conjunctive_search/images/incongruent-40_56.png,,40,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-35_73.png,,35,[true].,,False
data/vlm/2D/conjunctive_search/images/incongruent-40_36.png,,40,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-45_3.png,,45,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-45_42.png,,45,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-25_14.png,,25,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-25_7.png,,25,T T T T T T,,False
data/vlm/2D/conjunctive_search/images/incongruent-40_30.png,,40,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-20_7.png,,20,T.,,True
data/vlm/2D/conjunctive_search/images/congruent-20_47.png,,20,T L L L L L,,False
data/vlm/2D/conjunctive_search/images/congruent-25_92.png,,25,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-5_53.png,,5,[T].,,False
data/vlm/2D/conjunctive_search/images/congruent-15_65.png,,15,[true].,,False
data/vlm/2D/conjunctive_search/images/incongruent-45_43.png,,45,True.,,True
data/vlm/2D/conjunctive_search/images/incongruent-25_10.png,,25,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-20_85.png,,20,T L L L L L,,True
data/vlm/2D/conjunctive_search/images/congruent-50_41.png,,50,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-15_79.png,,15,T L L L L L,,False
data/vlm/2D/conjunctive_search/images/incongruent-5_40.png,,5,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-20_88.png,,20,T L L L L L,,True
data/vlm/2D/conjunctive_search/images/congruent-10_18.png,,10,"T
L
L",,False
data/vlm/2D/conjunctive_search/images/incongruent-35_82.png,,35,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-30_7.png,,30,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-25_49.png,,25,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-30_93.png,,30,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-5_16.png,,5,"[T, L, T",,True
data/vlm/2D/conjunctive_search/images/incongruent-20_6.png,,20,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-35_79.png,,35,T.,,True
data/vlm/2D/conjunctive_search/images/incongruent-10_94.png,,10,L L L T T T,,True
data/vlm/2D/conjunctive_search/images/congruent-50_7.png,,50,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-15_98.png,,15,L L L L L L,,False
data/vlm/2D/conjunctive_search/images/incongruent-25_29.png,,25,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-40_70.png,,40,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-45_49.png,,45,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-40_53.png,,40,[true].,,False
data/vlm/2D/conjunctive_search/images/incongruent-25_90.png,,25,T.,,True
data/vlm/2D/conjunctive_search/images/congruent-40_87.png,,40,[true].,,False
data/vlm/2D/conjunctive_search/images/incongruent-25_97.png,,25,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-10_14.png,,10,[T].,,True
data/vlm/2D/conjunctive_search/images/congruent-45_27.png,,45,[true].,,False
data/vlm/2D/conjunctive_search/images/incongruent-15_17.png,,15,TTLLTTTTTT,,True
data/vlm/2D/conjunctive_search/images/incongruent-5_1.png,,5,"[T, L].",,True
data/vlm/2D/conjunctive_search/images/congruent-50_99.png,,50,[true].,,False
data/vlm/2D/conjunctive_search/images/incongruent-35_44.png,,35,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-25_52.png,,25,[true].,,False
data/vlm/2D/conjunctive_search/images/incongruent-45_81.png,,45,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-35_80.png,,35,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-15_63.png,,15,TTTTTTTTTTT,,False
data/vlm/2D/conjunctive_search/images/congruent-5_78.png,,5,TTT.,,False
data/vlm/2D/conjunctive_search/images/congruent-45_54.png,,45,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-20_49.png,,20,[true].,,False
data/vlm/2D/conjunctive_search/images/incongruent-10_41.png,,10,"[T, L, L",,True
data/vlm/2D/conjunctive_search/images/incongruent-35_78.png,,35,T.,,True
data/vlm/2D/conjunctive_search/images/incongruent-20_97.png,,20,"T
L
L",,True
data/vlm/2D/conjunctive_search/images/congruent-30_40.png,,30,[true].,,False
data/vlm/2D/conjunctive_search/images/incongruent-30_90.png,,30,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-35_94.png,,35,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-10_8.png,,10,L L L L L L,,True
data/vlm/2D/conjunctive_search/images/incongruent-50_25.png,,50,True.,,True
data/vlm/2D/conjunctive_search/images/congruent-45_85.png,,45,[true].,,False
data/vlm/2D/conjunctive_search/images/incongruent-20_42.png,,20,T L L L L L,,True
data/vlm/2D/conjunctive_search/images/congruent-20_67.png,,20,TTTTTTTTTTT,,False
data/vlm/2D/conjunctive_search/images/incongruent-30_33.png,,30,T.,,True
data/vlm/2D/conjunctive_search/images/incongruent-40_79.png,,40,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-50_83.png,,50,[true].,,False
data/vlm/2D/conjunctive_search/images/incongruent-30_96.png,,30,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-35_27.png,,35,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-10_16.png,,10,TTTT.,,False
data/vlm/2D/conjunctive_search/images/incongruent-40_49.png,,40,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-10_36.png,,10,T L L L T L,,False
data/vlm/2D/conjunctive_search/images/incongruent-5_83.png,,5,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-10_50.png,,10,TTLLL.,,False
data/vlm/2D/conjunctive_search/images/incongruent-25_20.png,,25,T.,,True
data/vlm/2D/conjunctive_search/images/congruent-35_99.png,,35,[true].,,False
data/vlm/2D/conjunctive_search/images/incongruent-30_22.png,,30,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-45_86.png,,45,[true].,,False
data/vlm/2D/conjunctive_search/images/incongruent-15_54.png,,15,"[T, L, L",,True
data/vlm/2D/conjunctive_search/images/incongruent-45_66.png,,45,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-35_10.png,,35,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-50_22.png,,50,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-45_79.png,,45,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-30_21.png,,30,[true].,,False
data/vlm/2D/conjunctive_search/images/incongruent-40_41.png,,40,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-50_43.png,,50,True.,,True
data/vlm/2D/conjunctive_search/images/congruent-25_38.png,,25,"T
L
L",,False
data/vlm/2D/conjunctive_search/images/incongruent-30_95.png,,30,T.,,True
data/vlm/2D/conjunctive_search/images/congruent-45_14.png,,45,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-25_70.png,,25,T.,,False
data/vlm/2D/conjunctive_search/images/congruent-50_36.png,,50,[true].,,False
data/vlm/2D/conjunctive_search/images/incongruent-10_90.png,,10,T L.,,True
data/vlm/2D/conjunctive_search/images/congruent-10_28.png,,10,"[T, L, L",,False
data/vlm/2D/conjunctive_search/images/congruent-50_54.png,,50,True.,,False
data/vlm/2D/conjunctive_search/images/incongruent-50_68.png,,50,True.,,True
data/vlm/2D/conjunctive_search/images/incongruent-45_82.png,,45,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-30_73.png,,30,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-15_11.png,,15,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-25_67.png,,25,[true].,,False
data/vlm/2D/conjunctive_search/images/incongruent-50_60.png,,50,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-40_43.png,,40,[true].,,False
data/vlm/2D/conjunctive_search/images/incongruent-25_40.png,,25,T.,,True
data/vlm/2D/conjunctive_search/images/incongruent-5_72.png,,5,"[L, T, L",,True
data/vlm/2D/conjunctive_search/images/incongruent-50_62.png,,50,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-5_46.png,,5,[L].,,True
data/vlm/2D/conjunctive_search/images/incongruent-15_37.png,,15,TTLLTTTTTT,,True
data/vlm/2D/conjunctive_search/images/congruent-30_31.png,,30,T.,,False
data/vlm/2D/conjunctive_search/images/incongruent-35_17.png,,35,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-50_26.png,,50,True.,,True
data/vlm/2D/conjunctive_search/images/incongruent-40_95.png,,40,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-40_66.png,,40,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-50_56.png,,50,True.,,True
data/vlm/2D/conjunctive_search/images/incongruent-50_83.png,,50,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-20_94.png,,20,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-20_50.png,,20,[true].,,False
data/vlm/2D/conjunctive_search/images/incongruent-15_57.png,,15,L L L L L L,,True
data/vlm/2D/conjunctive_search/images/congruent-5_18.png,,5,T.,,False
data/vlm/2D/conjunctive_search/images/incongruent-10_50.png,,10,L L L L L L,,True
data/vlm/2D/conjunctive_search/images/congruent-45_42.png,,45,[true].,,False
data/vlm/2D/conjunctive_search/images/incongruent-30_49.png,,30,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-20_56.png,,20,L L L L L L,,False
data/vlm/2D/conjunctive_search/images/incongruent-35_9.png,,35,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-15_4.png,,15,TTLLTTLLL,,False
data/vlm/2D/conjunctive_search/images/congruent-30_46.png,,30,T.,,False
data/vlm/2D/conjunctive_search/images/congruent-20_79.png,,20,"T
L
L",,False
data/vlm/2D/conjunctive_search/images/incongruent-35_85.png,,35,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-5_14.png,,5,[T].,,False
data/vlm/2D/conjunctive_search/images/incongruent-40_60.png,,40,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-50_5.png,,50,True.,,True
data/vlm/2D/conjunctive_search/images/congruent-30_63.png,,30,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-50_49.png,,50,True.,,False
data/vlm/2D/conjunctive_search/images/incongruent-20_63.png,,20,L L L L L L,,True
data/vlm/2D/conjunctive_search/images/incongruent-30_6.png,,30,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-30_4.png,,30,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-40_67.png,,40,[true].,,False
data/vlm/2D/conjunctive_search/images/incongruent-35_36.png,,35,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-5_36.png,,5,"[T, L, L",,False
data/vlm/2D/conjunctive_search/images/incongruent-15_7.png,,15,T L L L L L,,True
data/vlm/2D/conjunctive_search/images/incongruent-30_30.png,,30,T L L T L T,,True
data/vlm/2D/conjunctive_search/images/congruent-5_70.png,,5,[T].,,False
data/vlm/2D/conjunctive_search/images/incongruent-25_0.png,,25,T L L T L L,,True
data/vlm/2D/conjunctive_search/images/incongruent-5_25.png,,5,[T].,,True
data/vlm/2D/conjunctive_search/images/incongruent-20_35.png,,20,L L L L L L,,True
data/vlm/2D/conjunctive_search/images/incongruent-30_19.png,,30,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-15_60.png,,15,[true].,,False
data/vlm/2D/conjunctive_search/images/incongruent-50_1.png,,50,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-25_45.png,,25,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-5_23.png,,5,[T].,,False
data/vlm/2D/conjunctive_search/images/congruent-5_88.png,,5,[T].,,False
data/vlm/2D/conjunctive_search/images/congruent-40_25.png,,40,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-50_91.png,,50,True.,,False
data/vlm/2D/conjunctive_search/images/congruent-30_97.png,,30,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-50_78.png,,50,True.,,False
data/vlm/2D/conjunctive_search/images/incongruent-30_71.png,,30,[true].,,True
data/vlm/2D/conjunctive_search/images/congruent-15_83.png,,15,"T
T
T",,False
data/vlm/2D/conjunctive_search/images/incongruent-50_17.png,,50,True.,,True
data/vlm/2D/conjunctive_search/images/congruent-50_19.png,,50,True.,,False
data/vlm/2D/conjunctive_search/images/congruent-25_29.png,,25,T L L L L T,,False
data/vlm/2D/conjunctive_search/images/incongruent-35_43.png,,35,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-15_26.png,,15,TTLLTTTTTT,,True
data/vlm/2D/conjunctive_search/images/congruent-50_48.png,,50,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-35_9.png,,35,[true].,,False
data/vlm/2D/conjunctive_search/images/congruent-30_93.png,,30,[true].,,False
data/vlm/2D/conjunctive_search/images/incongruent-40_62.png,,40,[true].,,True
data/vlm/2D/conjunctive_search/images/incongruent-15_25.png,,15,T T T T T T,,True
